exception_id,exception_type,severity,owner,region,area_manager,age_days,status,recommended_action,campaign_id,store_id,sku,allocation_id,confirmation_id,message,created_date,sla_status,priority_score
EXC-982,low_sell_through,critical,Merchant + Planner,North,James Okoro,0,open,Review pricing and display; consider promo acceleration.,C-2026-PEACH,S-011,PEACH-011,,,Low sell-through for SKU PEACH-011 at store S-011: sell-through=9.8% vs target 70%.,2026-07-28,within,325
EXC-984,low_sell_through,critical,Merchant + Planner,South,Maria Rodriguez,0,open,Review pricing and display; consider promo acceleration.,C-2026-PEACH,S-021,PEACH-009,,,Low sell-through for SKU PEACH-009 at store S-021: sell-through=34.5% vs target 70%.,2026-07-28,within,325
EXC-987,low_sell_through,critical,Merchant + Planner,East,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-PEACH,S-035,PEACH-002,,,Low sell-through for SKU PEACH-002 at store S-035: sell-through=13.2% vs target 70%.,2026-07-28,within,325
EXC-988,low_sell_through,critical,Merchant + Planner,East,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-PEACH,S-035,PEACH-003,,,Low sell-through for SKU PEACH-003 at store S-035: sell-through=0.0% vs target 70%.,2026-07-28,within,325
EXC-989,low_sell_through,critical,Merchant + Planner,East,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-PEACH,S-035,PEACH-004,,,Low sell-through for SKU PEACH-004 at store S-035: sell-through=18.6% vs target 70%.,2026-07-28,within,325
EXC-990,low_sell_through,critical,Merchant + Planner,East,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-PEACH,S-035,PEACH-005,,,Low sell-through for SKU PEACH-005 at store S-035: sell-through=31.8% vs target 70%.,2026-07-28,within,325
EXC-992,low_sell_through,critical,Merchant + Planner,East,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-PEACH,S-035,PEACH-007,,,Low sell-through for SKU PEACH-007 at store S-035: sell-through=0.0% vs target 70%.,2026-07-28,within,325
EXC-993,low_sell_through,critical,Merchant + Planner,East,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-PEACH,S-035,PEACH-008,,,Low sell-through for SKU PEACH-008 at store S-035: sell-through=0.0% vs target 70%.,2026-07-28,within,325
EXC-994,low_sell_through,critical,Merchant + Planner,East,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-PEACH,S-035,PEACH-009,,,Low sell-through for SKU PEACH-009 at store S-035: sell-through=0.0% vs target 70%.,2026-07-28,within,325
EXC-995,low_sell_through,critical,Merchant + Planner,East,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-PEACH,S-035,PEACH-010,,,Low sell-through for SKU PEACH-010 at store S-035: sell-through=0.0% vs target 70%.,2026-07-28,within,325
EXC-996,low_sell_through,critical,Merchant + Planner,East,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-PEACH,S-035,PEACH-011,,,Low sell-through for SKU PEACH-011 at store S-035: sell-through=0.0% vs target 70%.,2026-07-28,within,325
EXC-997,low_sell_through,critical,Merchant + Planner,East,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-PEACH,S-035,PEACH-012,,,Low sell-through for SKU PEACH-012 at store S-035: sell-through=0.0% vs target 70%.,2026-07-28,within,325
EXC-998,low_sell_through,critical,Merchant + Planner,North,Robert Taylor,0,open,Review pricing and display; consider promo acceleration.,C-2026-PEACH,S-058,PEACH-002,,,Low sell-through for SKU PEACH-002 at store S-058: sell-through=31.2% vs target 70%.,2026-07-28,within,325
EXC-999,low_sell_through,critical,Merchant + Planner,North,Robert Taylor,0,open,Review pricing and display; consider promo acceleration.,C-2026-PEACH,S-058,PEACH-003,,,Low sell-through for SKU PEACH-003 at store S-058: sell-through=0.0% vs target 70%.,2026-07-28,within,325
EXC-004,missing_confirmation,watch,Field Operations,East,James Okoro,23,open,Contact store PIC to post confirmation; verify visit completion.,C-2026-PEACH,S-065,PEACH-012,A-252-S-065-PEACH-012,,Allocation A-252-S-065-PEACH-012 (shipment SH-252-S-065-PEACH-012) has no store confirmation record.,2026-06-22,breached,275
EXC-011,missing_confirmation,watch,Field Operations,West,Marcus Lee,23,open,Contact store PIC to post confirmation; verify visit completion.,C-2026-PEACH,S-043,PEACH-006,A-366-S-043-PEACH-006,,Allocation A-366-S-043-PEACH-006 (shipment SH-366-S-043-PEACH-006) has no store confirmation record.,2026-06-22,breached,275
EXC-001,missing_confirmation,watch,Field Operations,South,Emma Wilson,22,open,Contact store PIC to post confirmation; verify visit completion.,C-2026-PEACH,S-016,PEACH-006,A-042-S-016-PEACH-006,,Allocation A-042-S-016-PEACH-006 (shipment SH-042-S-016-PEACH-006) has no store confirmation record.,2026-06-23,breached,275
EXC-008,missing_confirmation,watch,Field Operations,South,Marcus Lee,22,open,Contact store PIC to post confirmation; verify visit completion.,C-2026-PEACH,S-079,PEACH-002,A-302-S-079-PEACH-002,,Allocation A-302-S-079-PEACH-002 (shipment SH-302-S-079-PEACH-002) has no store confirmation record.,2026-06-23,breached,275
EXC-009,missing_confirmation,watch,Field Operations,East,Ahmed Hassan,22,open,Contact store PIC to post confirmation; verify visit completion.,C-2026-PEACH,S-084,PEACH-006,A-330-S-084-PEACH-006,,Allocation A-330-S-084-PEACH-006 (shipment SH-330-S-084-PEACH-006) has no store confirmation record.,2026-06-23,breached,275
EXC-006,missing_confirmation,watch,Field Operations,West,Sarah Chen,21,open,Contact store PIC to post confirmation; verify visit completion.,C-2026-PEACH,S-050,PEACH-005,A-281-S-050-PEACH-005,,Allocation A-281-S-050-PEACH-005 (shipment SH-281-S-050-PEACH-005) has no store confirmation record.,2026-06-24,breached,275
EXC-012,missing_confirmation,watch,Field Operations,South,Jennifer Kim,21,open,Contact store PIC to post confirmation; verify visit completion.,C-2026-PEACH,S-061,PEACH-005,A-425-S-061-PEACH-005,,Allocation A-425-S-061-PEACH-005 (shipment SH-425-S-061-PEACH-005) has no store confirmation record.,2026-06-24,breached,275
EXC-013,missing_confirmation,watch,Field Operations,West,David Park,21,open,Contact store PIC to post confirmation; verify visit completion.,C-2026-PEACH,S-046,PEACH-007,A-463-S-046-PEACH-007,,Allocation A-463-S-046-PEACH-007 (shipment SH-463-S-046-PEACH-007) has no store confirmation record.,2026-06-24,breached,275
EXC-003,missing_confirmation,watch,Field Operations,West,Lisa Wong,20,open,Contact store PIC to post confirmation; verify visit completion.,C-2026-PEACH,S-045,PEACH-009,A-189-S-045-PEACH-009,,Allocation A-189-S-045-PEACH-009 (shipment SH-189-S-045-PEACH-009) has no store confirmation record.,2026-06-25,breached,275
EXC-010,missing_confirmation,watch,Field Operations,West,Sarah Chen,20,open,Contact store PIC to post confirmation; verify visit completion.,C-2026-PEACH,S-013,PEACH-008,A-356-S-013-PEACH-008,,Allocation A-356-S-013-PEACH-008 (shipment SH-356-S-013-PEACH-008) has no store confirmation record.,2026-06-25,breached,275
EXC-002,missing_confirmation,watch,Field Operations,North,Maria Rodriguez,19,open,Contact store PIC to post confirmation; verify visit completion.,C-2026-PEACH,S-066,PEACH-012,A-120-S-066-PEACH-012,,Allocation A-120-S-066-PEACH-012 (shipment SH-120-S-066-PEACH-012) has no store confirmation record.,2026-06-26,breached,275
EXC-163,quantity_mismatch,watch,DC Operations,West,Maria Rodriguez,19,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-087,PEACH-003,A-315-S-087-PEACH-003,CONF-307-S-087-PEACH-003,"Quantity mismatch for confirmation CONF-307-S-087-PEACH-003: shipped=57, received=62, variance=5 (8.8%).",2026-06-26,breached,275
EXC-174,quantity_mismatch,watch,DC Operations,West,Robert Taylor,19,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-096,PEACH-011,A-419-S-096-PEACH-011,CONF-408-S-096-PEACH-011,"Quantity mismatch for confirmation CONF-408-S-096-PEACH-011: shipped=74, received=79, variance=5 (6.8%).",2026-06-26,breached,275
EXC-179,quantity_mismatch,watch,DC Operations,South,Sarah Chen,19,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-078,PEACH-009,A-477-S-078-PEACH-009,CONF-464-S-078-PEACH-009,"Quantity mismatch for confirmation CONF-464-S-078-PEACH-009: shipped=40, received=34, variance=-6 (15.0%).",2026-06-26,breached,275
EXC-005,missing_confirmation,watch,Field Operations,West,David Park,18,open,Contact store PIC to post confirmation; verify visit completion.,C-2026-PEACH,S-031,PEACH-006,A-270-S-031-PEACH-006,,Allocation A-270-S-031-PEACH-006 (shipment SH-270-S-031-PEACH-006) has no store confirmation record.,2026-06-27,breached,275
EXC-128,quantity_mismatch,watch,DC Operations,North,Marcus Lee,18,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-014,PEACH-009,A-009-S-014-PEACH-009,CONF-009-S-014-PEACH-009,"Quantity mismatch for confirmation CONF-009-S-014-PEACH-009: shipped=57, received=47, variance=-10 (17.5%).",2026-06-27,breached,275
EXC-133,quantity_mismatch,watch,DC Operations,South,Lisa Wong,18,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-067,PEACH-007,A-031-S-067-PEACH-007,CONF-031-S-067-PEACH-007,"Quantity mismatch for confirmation CONF-031-S-067-PEACH-007: shipped=63, received=53, variance=-10 (15.9%).",2026-06-27,breached,275
EXC-136,quantity_mismatch,watch,DC Operations,North,Jennifer Kim,18,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-037,PEACH-007,A-055-S-037-PEACH-007,CONF-054-S-037-PEACH-007,"Quantity mismatch for confirmation CONF-054-S-037-PEACH-007: shipped=33, received=29, variance=-4 (12.1%).",2026-06-27,breached,275
EXC-151,quantity_mismatch,watch,DC Operations,West,Lisa Wong,18,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-045,PEACH-003,A-183-S-045-PEACH-003,CONF-181-S-045-PEACH-003,"Quantity mismatch for confirmation CONF-181-S-045-PEACH-003: shipped=41, received=35, variance=-6 (14.6%).",2026-06-27,breached,275
EXC-161,quantity_mismatch,watch,DC Operations,South,Maria Rodriguez,18,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-095,PEACH-008,A-296-S-095-PEACH-008,CONF-290-S-095-PEACH-008,"Quantity mismatch for confirmation CONF-290-S-095-PEACH-008: shipped=85, received=68, variance=-17 (20.0%).",2026-06-27,breached,275
EXC-172,quantity_mismatch,watch,DC Operations,West,Robert Taylor,18,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-096,PEACH-002,A-410-S-096-PEACH-002,CONF-399-S-096-PEACH-002,"Quantity mismatch for confirmation CONF-399-S-096-PEACH-002: shipped=75, received=62, variance=-13 (17.3%).",2026-06-27,breached,275
EXC-129,quantity_mismatch,watch,DC Operations,North,Marcus Lee,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-014,PEACH-010,A-010-S-014-PEACH-010,CONF-010-S-014-PEACH-010,"Quantity mismatch for confirmation CONF-010-S-014-PEACH-010: shipped=40, received=36, variance=-4 (10.0%).",2026-06-28,breached,275
EXC-131,quantity_mismatch,watch,DC Operations,East,Maria Rodriguez,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-092,PEACH-003,A-015-S-092-PEACH-003,CONF-015-S-092-PEACH-003,"Quantity mismatch for confirmation CONF-015-S-092-PEACH-003: shipped=16, received=14, variance=-2 (12.5%).",2026-06-28,breached,275
EXC-132,quantity_mismatch,watch,DC Operations,South,Lisa Wong,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-067,PEACH-002,A-026-S-067-PEACH-002,CONF-026-S-067-PEACH-002,"Quantity mismatch for confirmation CONF-026-S-067-PEACH-002: shipped=45, received=38, variance=-7 (15.6%).",2026-06-28,breached,275
EXC-139,quantity_mismatch,watch,DC Operations,East,Jennifer Kim,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-035,PEACH-009,A-093-S-035-PEACH-009,CONF-092-S-035-PEACH-009,"Quantity mismatch for confirmation CONF-092-S-035-PEACH-009: shipped=25, received=22, variance=-3 (12.0%).",2026-06-28,breached,275
EXC-143,quantity_mismatch,watch,DC Operations,South,Robert Taylor,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-019,PEACH-006,A-126-S-019-PEACH-006,CONF-124-S-019-PEACH-006,"Quantity mismatch for confirmation CONF-124-S-019-PEACH-006: shipped=55, received=51, variance=-4 (7.3%).",2026-06-28,breached,275
EXC-145,quantity_mismatch,watch,DC Operations,East,Marcus Lee,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-056,PEACH-004,A-136-S-056-PEACH-004,CONF-134-S-056-PEACH-004,"Quantity mismatch for confirmation CONF-134-S-056-PEACH-004: shipped=59, received=48, variance=-11 (18.6%).",2026-06-28,breached,275
EXC-148,quantity_mismatch,watch,DC Operations,West,Emma Wilson,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-012,PEACH-005,A-149-S-012-PEACH-005,CONF-147-S-012-PEACH-005,"Quantity mismatch for confirmation CONF-147-S-012-PEACH-005: shipped=34, received=36, variance=2 (5.9%).",2026-06-28,breached,275
EXC-149,quantity_mismatch,watch,DC Operations,West,Emma Wilson,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-012,PEACH-007,A-151-S-012-PEACH-007,CONF-149-S-012-PEACH-007,"Quantity mismatch for confirmation CONF-149-S-012-PEACH-007: shipped=26, received=24, variance=-2 (7.7%).",2026-06-28,breached,275
EXC-150,quantity_mismatch,watch,DC Operations,South,Emma Wilson,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-029,PEACH-010,A-166-S-029-PEACH-010,CONF-164-S-029-PEACH-010,"Quantity mismatch for confirmation CONF-164-S-029-PEACH-010: shipped=93, received=82, variance=-11 (11.8%).",2026-06-28,breached,275
EXC-155,quantity_mismatch,watch,DC Operations,East,Lisa Wong,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-004,PEACH-007,A-199-S-004-PEACH-007,CONF-196-S-004-PEACH-007,"Quantity mismatch for confirmation CONF-196-S-004-PEACH-007: shipped=52, received=46, variance=-6 (11.5%).",2026-06-28,breached,275
EXC-157,quantity_mismatch,watch,DC Operations,South,Ahmed Hassan,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-051,PEACH-001,A-229-S-051-PEACH-001,CONF-226-S-051-PEACH-001,"Quantity mismatch for confirmation CONF-226-S-051-PEACH-001: shipped=217, received=198, variance=-19 (8.8%).",2026-06-28,breached,290
EXC-164,quantity_mismatch,watch,DC Operations,West,Maria Rodriguez,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-087,PEACH-012,A-324-S-087-PEACH-012,CONF-316-S-087-PEACH-012,"Quantity mismatch for confirmation CONF-316-S-087-PEACH-012: shipped=39, received=40, variance=1 (2.6%).",2026-06-28,breached,275
EXC-171,quantity_mismatch,watch,DC Operations,East,Emma Wilson,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-005,PEACH-009,A-405-S-005-PEACH-009,CONF-394-S-005-PEACH-009,"Quantity mismatch for confirmation CONF-394-S-005-PEACH-009: shipped=86, received=74, variance=-12 (14.0%).",2026-06-28,breached,275
EXC-173,quantity_mismatch,watch,DC Operations,West,Robert Taylor,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-096,PEACH-006,A-414-S-096-PEACH-006,CONF-403-S-096-PEACH-006,"Quantity mismatch for confirmation CONF-403-S-096-PEACH-006: shipped=81, received=83, variance=2 (2.5%).",2026-06-28,breached,275
EXC-177,quantity_mismatch,watch,DC Operations,West,Lisa Wong,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-068,PEACH-006,A-438-S-068-PEACH-006,CONF-426-S-068-PEACH-006,"Quantity mismatch for confirmation CONF-426-S-068-PEACH-006: shipped=28, received=24, variance=-4 (14.3%).",2026-06-28,breached,275
EXC-178,quantity_mismatch,watch,DC Operations,West,David Park,17,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-046,PEACH-005,A-461-S-046-PEACH-005,CONF-449-S-046-PEACH-005,"Quantity mismatch for confirmation CONF-449-S-046-PEACH-005: shipped=61, received=65, variance=4 (6.6%).",2026-06-28,breached,275
EXC-135,quantity_mismatch,watch,DC Operations,North,Jennifer Kim,16,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-037,PEACH-001,A-049-S-037-PEACH-001,CONF-048-S-037-PEACH-001,"Quantity mismatch for confirmation CONF-048-S-037-PEACH-001: shipped=199, received=173, variance=-26 (13.1%).",2026-06-29,breached,290
EXC-138,quantity_mismatch,watch,DC Operations,East,Jennifer Kim,16,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-035,PEACH-005,A-089-S-035-PEACH-005,CONF-088-S-035-PEACH-005,"Quantity mismatch for confirmation CONF-088-S-035-PEACH-005: shipped=54, received=44, variance=-10 (18.5%).",2026-06-29,breached,275
EXC-146,quantity_mismatch,watch,DC Operations,East,Marcus Lee,16,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-056,PEACH-007,A-139-S-056-PEACH-007,CONF-137-S-056-PEACH-007,"Quantity mismatch for confirmation CONF-137-S-056-PEACH-007: shipped=63, received=53, variance=-10 (15.9%).",2026-06-29,breached,275
EXC-147,quantity_mismatch,watch,DC Operations,East,Marcus Lee,16,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-056,PEACH-010,A-142-S-056-PEACH-010,CONF-140-S-056-PEACH-010,"Quantity mismatch for confirmation CONF-140-S-056-PEACH-010: shipped=69, received=57, variance=-12 (17.4%).",2026-06-29,breached,275
EXC-152,quantity_mismatch,watch,DC Operations,West,Lisa Wong,16,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-045,PEACH-006,A-186-S-045-PEACH-006,CONF-184-S-045-PEACH-006,"Quantity mismatch for confirmation CONF-184-S-045-PEACH-006: shipped=44, received=38, variance=-6 (13.6%).",2026-06-29,breached,275
EXC-154,quantity_mismatch,watch,DC Operations,East,Lisa Wong,16,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-004,PEACH-004,A-196-S-004-PEACH-004,CONF-193-S-004-PEACH-004,"Quantity mismatch for confirmation CONF-193-S-004-PEACH-004: shipped=65, received=57, variance=-8 (12.3%).",2026-06-29,breached,275
EXC-156,quantity_mismatch,watch,DC Operations,South,Marcus Lee,16,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-054,PEACH-002,A-206-S-054-PEACH-002,CONF-203-S-054-PEACH-002,"Quantity mismatch for confirmation CONF-203-S-054-PEACH-002: shipped=86, received=80, variance=-6 (7.0%).",2026-06-29,breached,275
EXC-158,quantity_mismatch,watch,DC Operations,East,James Okoro,16,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-065,PEACH-009,A-249-S-065-PEACH-009,CONF-246-S-065-PEACH-009,"Quantity mismatch for confirmation CONF-246-S-065-PEACH-009: shipped=45, received=42, variance=-3 (6.7%).",2026-06-29,breached,275
EXC-160,quantity_mismatch,watch,DC Operations,West,Sarah Chen,16,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-050,PEACH-010,A-286-S-050-PEACH-010,CONF-280-S-050-PEACH-010,"Quantity mismatch for confirmation CONF-280-S-050-PEACH-010: shipped=51, received=41, variance=-10 (19.6%).",2026-06-29,breached,275
EXC-162,quantity_mismatch,watch,DC Operations,South,Maria Rodriguez,16,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-095,PEACH-011,A-299-S-095-PEACH-011,CONF-293-S-095-PEACH-011,"Quantity mismatch for confirmation CONF-293-S-095-PEACH-011: shipped=71, received=64, variance=-7 (9.9%).",2026-06-29,breached,275
EXC-165,quantity_mismatch,watch,DC Operations,West,Ahmed Hassan,16,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-041,PEACH-002,A-338-S-041-PEACH-002,CONF-329-S-041-PEACH-002,"Quantity mismatch for confirmation CONF-329-S-041-PEACH-002: shipped=49, received=51, variance=2 (4.1%).",2026-06-29,breached,275
EXC-167,quantity_mismatch,watch,DC Operations,South,Emma Wilson,16,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-090,PEACH-009,A-381-S-090-PEACH-009,CONF-370-S-090-PEACH-009,"Quantity mismatch for confirmation CONF-370-S-090-PEACH-009: shipped=72, received=73, variance=1 (1.4%).",2026-06-29,breached,275
EXC-168,quantity_mismatch,watch,DC Operations,South,Emma Wilson,16,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-090,PEACH-012,A-384-S-090-PEACH-012,CONF-373-S-090-PEACH-012,"Quantity mismatch for confirmation CONF-373-S-090-PEACH-012: shipped=86, received=94, variance=8 (9.3%).",2026-06-29,breached,275
EXC-169,quantity_mismatch,watch,DC Operations,North,Maria Rodriguez,16,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-018,PEACH-005,A-389-S-018-PEACH-005,CONF-378-S-018-PEACH-005,"Quantity mismatch for confirmation CONF-378-S-018-PEACH-005: shipped=47, received=50, variance=3 (6.4%).",2026-06-29,breached,275
EXC-134,quantity_mismatch,watch,DC Operations,South,Emma Wilson,15,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-016,PEACH-009,A-045-S-016-PEACH-009,CONF-044-S-016-PEACH-009,"Quantity mismatch for confirmation CONF-044-S-016-PEACH-009: shipped=84, received=79, variance=-5 (6.0%).",2026-06-30,breached,275
EXC-141,quantity_mismatch,watch,DC Operations,North,Robert Taylor,15,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-058,PEACH-010,A-106-S-058-PEACH-010,CONF-105-S-058-PEACH-010,"Quantity mismatch for confirmation CONF-105-S-058-PEACH-010: shipped=17, received=15, variance=-2 (11.8%).",2026-06-30,breached,275
EXC-142,quantity_mismatch,watch,DC Operations,South,Robert Taylor,15,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-019,PEACH-004,A-124-S-019-PEACH-004,CONF-122-S-019-PEACH-004,"Quantity mismatch for confirmation CONF-122-S-019-PEACH-004: shipped=78, received=82, variance=4 (5.1%).",2026-06-30,breached,275
EXC-153,quantity_mismatch,watch,DC Operations,West,Lisa Wong,15,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-045,PEACH-008,A-188-S-045-PEACH-008,CONF-186-S-045-PEACH-008,"Quantity mismatch for confirmation CONF-186-S-045-PEACH-008: shipped=83, received=89, variance=6 (7.2%).",2026-06-30,breached,275
EXC-166,quantity_mismatch,watch,DC Operations,South,Emma Wilson,15,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-090,PEACH-003,A-375-S-090-PEACH-003,CONF-364-S-090-PEACH-003,"Quantity mismatch for confirmation CONF-364-S-090-PEACH-003: shipped=44, received=38, variance=-6 (13.6%).",2026-06-30,breached,275
EXC-170,quantity_mismatch,watch,DC Operations,East,Emma Wilson,15,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-005,PEACH-001,A-397-S-005-PEACH-001,CONF-386-S-005-PEACH-001,"Quantity mismatch for confirmation CONF-386-S-005-PEACH-001: shipped=215, received=202, variance=-13 (6.0%).",2026-06-30,breached,290
EXC-175,quantity_mismatch,watch,DC Operations,South,Jennifer Kim,15,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-061,PEACH-006,A-426-S-061-PEACH-006,CONF-414-S-061-PEACH-006,"Quantity mismatch for confirmation CONF-414-S-061-PEACH-006: shipped=53, received=49, variance=-4 (7.5%).",2026-06-30,breached,275
EXC-176,quantity_mismatch,watch,DC Operations,South,Jennifer Kim,15,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-061,PEACH-008,A-428-S-061-PEACH-008,CONF-416-S-061-PEACH-008,"Quantity mismatch for confirmation CONF-416-S-061-PEACH-008: shipped=81, received=75, variance=-6 (7.4%).",2026-06-30,breached,275
EXC-130,quantity_mismatch,watch,DC Operations,East,Maria Rodriguez,14,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-092,PEACH-002,A-014-S-092-PEACH-002,CONF-014-S-092-PEACH-002,"Quantity mismatch for confirmation CONF-014-S-092-PEACH-002: shipped=39, received=34, variance=-5 (12.8%).",2026-07-01,breached,275
EXC-137,quantity_mismatch,watch,DC Operations,South,Maria Rodriguez,14,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-021,PEACH-005,A-077-S-021-PEACH-005,CONF-076-S-021-PEACH-005,"Quantity mismatch for confirmation CONF-076-S-021-PEACH-005: shipped=94, received=101, variance=7 (7.4%).",2026-07-01,breached,275
EXC-140,quantity_mismatch,watch,DC Operations,North,Robert Taylor,14,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-058,PEACH-001,A-097-S-058-PEACH-001,CONF-096-S-058-PEACH-001,"Quantity mismatch for confirmation CONF-096-S-058-PEACH-001: shipped=191, received=154, variance=-37 (19.4%).",2026-07-01,breached,290
EXC-144,quantity_mismatch,watch,DC Operations,South,Robert Taylor,14,open,Reconcile planned vs shipped vs received; initiate DC count verification.,C-2026-PEACH,S-019,PEACH-009,A-129-S-019-PEACH-009,CONF-127-S-019-PEACH-009,"Quantity mismatch for confirmation CONF-127-S-019-PEACH-009: shipped=81, received=67, variance=-14 (17.3%).",2026-07-01,breached,275
EXC-279,missing_photo_proof,watch,Field Representative,East,Maria Rodriguez,13,open,Request field rep to re-submit photo proof within 24h.,C-2026-PEACH,S-092,PEACH-006,A-018-S-092-PEACH-006,CONF-018-S-092-PEACH-006,Confirmation CONF-018-S-092-PEACH-006 has no photo proof records.,2026-07-02,breached,275
EXC-288,missing_photo_proof,watch,Field Representative,West,Lisa Wong,13,open,Request field rep to re-submit photo proof within 24h.,C-2026-PEACH,S-045,PEACH-010,A-190-S-045-PEACH-010,CONF-187-S-045-PEACH-010,Confirmation CONF-187-S-045-PEACH-010 has no photo proof records.,2026-07-02,breached,275
EXC-289,missing_photo_proof,watch,Field Representative,East,Lisa Wong,13,open,Request field rep to re-submit photo proof within 24h.,C-2026-PEACH,S-004,PEACH-008,A-200-S-004-PEACH-008,CONF-197-S-004-PEACH-008,Confirmation CONF-197-S-004-PEACH-008 has no photo proof records.,2026-07-02,breached,275
EXC-278,missing_photo_proof,watch,Field Representative,East,Maria Rodriguez,12,open,Request field rep to re-submit photo proof within 24h.,C-2026-PEACH,S-092,PEACH-004,A-016-S-092-PEACH-004,CONF-016-S-092-PEACH-004,Confirmation CONF-016-S-092-PEACH-004 has no photo proof records.,2026-07-03,breached,275
EXC-282,missing_photo_proof,watch,Field Representative,North,James Okoro,12,open,Request field rep to re-submit photo proof within 24h.,C-2026-PEACH,S-011,PEACH-001,A-061-S-011-PEACH-001,CONF-060-S-011-PEACH-001,Confirmation CONF-060-S-011-PEACH-001 has no photo proof records.,2026-07-03,breached,290
