shipment_id,allocation_id,campaign_id,sku,store_id,shipped_quantity,shipped_date,expected_arrival_date,carton_count,dc_id,carrier
SH-332-S-084-PEACH-008,A-332-S-084-PEACH-008,C-2026-PEACH,PEACH-008,S-084,49,2026-06-24,2026-06-27,2,DC-03,QuickShip Logistics
SH-333-S-084-PEACH-009,A-333-S-084-PEACH-009,C-2026-PEACH,PEACH-009,S-084,90,2026-06-26,2026-06-28,3,DC-01,FastFreight Co
SH-334-S-084-PEACH-010,A-334-S-084-PEACH-010,C-2026-PEACH,PEACH-010,S-084,85,2026-06-25,2026-06-28,3,DC-01,FastFreight Co
SH-335-S-084-PEACH-011,A-335-S-084-PEACH-011,C-2026-PEACH,PEACH-011,S-084,76,2026-06-23,2026-06-27,3,DC-01,FastFreight Co
SH-336-S-084-PEACH-012,A-336-S-084-PEACH-012,C-2026-PEACH,PEACH-012,S-084,56,2026-06-26,2026-06-28,2,DC-02,FastFreight Co
SH-337-S-041-PEACH-001,A-337-S-041-PEACH-001,C-2026-PEACH,PEACH-001,S-041,189,2026-06-23,2026-06-27,7,DC-01,FastFreight Co
SH-338-S-041-PEACH-002,A-338-S-041-PEACH-002,C-2026-PEACH,PEACH-002,S-041,49,2026-06-24,2026-06-28,2,DC-03,FastFreight Co
SH-339-S-041-PEACH-003,A-339-S-041-PEACH-003,C-2026-PEACH,PEACH-003,S-041,92,2026-06-25,2026-06-28,3,DC-01,FastFreight Co
SH-340-S-041-PEACH-004,A-340-S-041-PEACH-004,C-2026-PEACH,PEACH-004,S-041,89,2026-06-24,2026-06-27,3,DC-01,QuickShip Logistics
SH-341-S-041-PEACH-005,A-341-S-041-PEACH-005,C-2026-PEACH,PEACH-005,S-041,95,2026-06-25,2026-06-28,3,DC-03,FastFreight Co
SH-342-S-041-PEACH-006,A-342-S-041-PEACH-006,C-2026-PEACH,PEACH-006,S-041,57,2026-06-23,2026-06-26,2,DC-03,QuickShip Logistics
SH-343-S-041-PEACH-007,A-343-S-041-PEACH-007,C-2026-PEACH,PEACH-007,S-041,47,2026-06-24,2026-06-28,1,DC-03,FastFreight Co
SH-344-S-041-PEACH-008,A-344-S-041-PEACH-008,C-2026-PEACH,PEACH-008,S-041,65,2026-06-23,2026-06-27,2,DC-03,FastFreight Co
SH-345-S-041-PEACH-009,A-345-S-041-PEACH-009,C-2026-PEACH,PEACH-009,S-041,72,2026-06-26,2026-06-28,3,DC-01,Reliable Transport
SH-346-S-041-PEACH-010,A-346-S-041-PEACH-010,C-2026-PEACH,PEACH-010,S-041,83,2026-06-26,2026-06-29,3,DC-03,FastFreight Co
SH-347-S-041-PEACH-011,A-347-S-041-PEACH-011,C-2026-PEACH,PEACH-011,S-041,81,2026-06-27,2026-06-29,3,DC-03,QuickShip Logistics
SH-348-S-041-PEACH-012,A-348-S-041-PEACH-012,C-2026-PEACH,PEACH-012,S-041,70,2026-06-24,2026-06-28,2,DC-01,Reliable Transport
SH-349-S-013-PEACH-001,A-349-S-013-PEACH-001,C-2026-PEACH,PEACH-001,S-013,163,2026-06-25,2026-06-27,6,DC-03,Reliable Transport
SH-350-S-013-PEACH-002,A-350-S-013-PEACH-002,C-2026-PEACH,PEACH-002,S-013,53,2026-06-24,2026-06-28,2,DC-01,Reliable Transport
SH-351-S-013-PEACH-003,A-351-S-013-PEACH-003,C-2026-PEACH,PEACH-003,S-013,77,2026-06-23,2026-06-27,3,DC-03,Reliable Transport
SH-352-S-013-PEACH-004,A-352-S-013-PEACH-004,C-2026-PEACH,PEACH-004,S-013,79,2026-06-26,2026-06-29,3,DC-02,FastFreight Co
SH-353-S-013-PEACH-005,A-353-S-013-PEACH-005,C-2026-PEACH,PEACH-005,S-013,39,2026-06-23,2026-06-26,1,DC-03,QuickShip Logistics
SH-354-S-013-PEACH-006,A-354-S-013-PEACH-006,C-2026-PEACH,PEACH-006,S-013,84,2026-06-22,2026-06-26,3,DC-03,QuickShip Logistics
SH-355-S-013-PEACH-007,A-355-S-013-PEACH-007,C-2026-PEACH,PEACH-007,S-013,58,2026-06-25,2026-06-29,2,DC-03,FastFreight Co
SH-356-S-013-PEACH-008,A-356-S-013-PEACH-008,C-2026-PEACH,PEACH-008,S-013,43,2026-06-25,2026-06-29,1,DC-03,QuickShip Logistics
SH-357-S-013-PEACH-009,A-357-S-013-PEACH-009,C-2026-PEACH,PEACH-009,S-013,41,2026-06-27,2026-06-29,1,DC-01,QuickShip Logistics
SH-358-S-013-PEACH-010,A-358-S-013-PEACH-010,C-2026-PEACH,PEACH-010,S-013,41,2026-06-27,2026-06-29,1,DC-02,FastFreight Co
SH-359-S-013-PEACH-011,A-359-S-013-PEACH-011,C-2026-PEACH,PEACH-011,S-013,62,2026-06-26,2026-06-28,2,DC-02,FastFreight Co
SH-360-S-013-PEACH-012,A-360-S-013-PEACH-012,C-2026-PEACH,PEACH-012,S-013,40,2026-06-23,2026-06-27,1,DC-02,QuickShip Logistics
SH-361-S-043-PEACH-001,A-361-S-043-PEACH-001,C-2026-PEACH,PEACH-001,S-043,195,2026-06-25,2026-06-27,8,DC-03,QuickShip Logistics
SH-362-S-043-PEACH-002,A-362-S-043-PEACH-002,C-2026-PEACH,PEACH-002,S-043,39,2026-06-23,2026-06-26,1,DC-02,QuickShip Logistics
SH-363-S-043-PEACH-003,A-363-S-043-PEACH-003,C-2026-PEACH,PEACH-003,S-043,60,2026-06-27,2026-06-29,2,DC-01,Reliable Transport
SH-364-S-043-PEACH-004,A-364-S-043-PEACH-004,C-2026-PEACH,PEACH-004,S-043,75,2026-06-23,2026-06-26,3,DC-02,QuickShip Logistics
SH-365-S-043-PEACH-005,A-365-S-043-PEACH-005,C-2026-PEACH,PEACH-005,S-043,74,2026-06-23,2026-06-27,3,DC-03,FastFreight Co
SH-366-S-043-PEACH-006,A-366-S-043-PEACH-006,C-2026-PEACH,PEACH-006,S-043,55,2026-06-22,2026-06-26,2,DC-03,QuickShip Logistics
SH-367-S-043-PEACH-007,A-367-S-043-PEACH-007,C-2026-PEACH,PEACH-007,S-043,68,2026-06-22,2026-06-26,2,DC-02,Reliable Transport
SH-368-S-043-PEACH-008,A-368-S-043-PEACH-008,C-2026-PEACH,PEACH-008,S-043,63,2026-06-25,2026-06-29,2,DC-01,Reliable Transport
SH-369-S-043-PEACH-009,A-369-S-043-PEACH-009,C-2026-PEACH,PEACH-009,S-043,92,2026-06-25,2026-06-27,3,DC-03,FastFreight Co
SH-370-S-043-PEACH-010,A-370-S-043-PEACH-010,C-2026-PEACH,PEACH-010,S-043,79,2026-06-25,2026-06-29,3,DC-01,FastFreight Co
SH-371-S-043-PEACH-011,A-371-S-043-PEACH-011,C-2026-PEACH,PEACH-011,S-043,64,2026-06-25,2026-06-28,2,DC-02,FastFreight Co
SH-372-S-043-PEACH-012,A-372-S-043-PEACH-012,C-2026-PEACH,PEACH-012,S-043,62,2026-06-24,2026-06-26,2,DC-01,QuickShip Logistics
SH-373-S-090-PEACH-001,A-373-S-090-PEACH-001,C-2026-PEACH,PEACH-001,S-090,177,2026-06-22,2026-06-26,7,DC-01,QuickShip Logistics
SH-374-S-090-PEACH-002,A-374-S-090-PEACH-002,C-2026-PEACH,PEACH-002,S-090,90,2026-06-24,2026-06-28,3,DC-03,QuickShip Logistics
SH-375-S-090-PEACH-003,A-375-S-090-PEACH-003,C-2026-PEACH,PEACH-003,S-090,44,2026-06-26,2026-06-28,1,DC-03,FastFreight Co
SH-376-S-090-PEACH-004,A-376-S-090-PEACH-004,C-2026-PEACH,PEACH-004,S-090,44,2026-06-23,2026-06-26,1,DC-02,FastFreight Co
SH-377-S-090-PEACH-005,A-377-S-090-PEACH-005,C-2026-PEACH,PEACH-005,S-090,51,2026-06-25,2026-06-27,2,DC-02,QuickShip Logistics
SH-378-S-090-PEACH-006,A-378-S-090-PEACH-006,C-2026-PEACH,PEACH-006,S-090,74,2026-06-23,2026-06-26,3,DC-01,Reliable Transport
SH-379-S-090-PEACH-007,A-379-S-090-PEACH-007,C-2026-PEACH,PEACH-007,S-090,94,2026-06-27,2026-06-29,3,DC-02,QuickShip Logistics
SH-380-S-090-PEACH-008,A-380-S-090-PEACH-008,C-2026-PEACH,PEACH-008,S-090,43,2026-06-26,2026-06-28,1,DC-02,FastFreight Co
SH-381-S-090-PEACH-009,A-381-S-090-PEACH-009,C-2026-PEACH,PEACH-009,S-090,72,2026-06-26,2026-06-29,3,DC-03,FastFreight Co
SH-382-S-090-PEACH-010,A-382-S-090-PEACH-010,C-2026-PEACH,PEACH-010,S-090,55,2026-06-23,2026-06-26,2,DC-01,QuickShip Logistics
SH-383-S-090-PEACH-011,A-383-S-090-PEACH-011,C-2026-PEACH,PEACH-011,S-090,55,2026-06-23,2026-06-26,2,DC-01,FastFreight Co
SH-384-S-090-PEACH-012,A-384-S-090-PEACH-012,C-2026-PEACH,PEACH-012,S-090,86,2026-06-25,2026-06-27,3,DC-03,QuickShip Logistics
SH-385-S-018-PEACH-001,A-385-S-018-PEACH-001,C-2026-PEACH,PEACH-001,S-018,182,2026-06-23,2026-06-27,7,DC-01,FastFreight Co
SH-386-S-018-PEACH-002,A-386-S-018-PEACH-002,C-2026-PEACH,PEACH-002,S-018,41,2026-06-26,2026-06-29,1,DC-02,FastFreight Co
SH-387-S-018-PEACH-003,A-387-S-018-PEACH-003,C-2026-PEACH,PEACH-003,S-018,39,2026-06-23,2026-06-27,1,DC-02,QuickShip Logistics
SH-388-S-018-PEACH-004,A-388-S-018-PEACH-004,C-2026-PEACH,PEACH-004,S-018,18,2026-06-24,2026-06-28,1,DC-02,FastFreight Co
SH-389-S-018-PEACH-005,A-389-S-018-PEACH-005,C-2026-PEACH,PEACH-005,S-018,47,2026-06-25,2026-06-27,1,DC-02,QuickShip Logistics
SH-390-S-018-PEACH-006,A-390-S-018-PEACH-006,C-2026-PEACH,PEACH-006,S-018,59,2026-06-23,2026-06-26,2,DC-01,FastFreight Co
SH-391-S-018-PEACH-007,A-391-S-018-PEACH-007,C-2026-PEACH,PEACH-007,S-018,24,2026-06-26,2026-06-29,1,DC-02,QuickShip Logistics
SH-392-S-018-PEACH-008,A-392-S-018-PEACH-008,C-2026-PEACH,PEACH-008,S-018,35,2026-06-26,2026-06-28,1,DC-03,QuickShip Logistics
SH-393-S-018-PEACH-009,A-393-S-018-PEACH-009,C-2026-PEACH,PEACH-009,S-018,50,2026-06-25,2026-06-29,2,DC-03,QuickShip Logistics
SH-394-S-018-PEACH-010,A-394-S-018-PEACH-010,C-2026-PEACH,PEACH-010,S-018,51,2026-06-22,2026-06-26,2,DC-03,FastFreight Co
SH-395-S-018-PEACH-011,A-395-S-018-PEACH-011,C-2026-PEACH,PEACH-011,S-018,32,2026-06-23,2026-06-27,1,DC-03,Reliable Transport
SH-396-S-018-PEACH-012,A-396-S-018-PEACH-012,C-2026-PEACH,PEACH-012,S-018,52,2026-06-25,2026-06-29,2,DC-03,Reliable Transport
SH-397-S-005-PEACH-001,A-397-S-005-PEACH-001,C-2026-PEACH,PEACH-001,S-005,215,2026-06-24,2026-06-28,8,DC-02,FastFreight Co
SH-398-S-005-PEACH-002,A-398-S-005-PEACH-002,C-2026-PEACH,PEACH-002,S-005,51,2026-06-23,2026-06-26,2,DC-01,QuickShip Logistics
SH-399-S-005-PEACH-003,A-399-S-005-PEACH-003,C-2026-PEACH,PEACH-003,S-005,47,2026-06-26,2026-06-28,1,DC-03,QuickShip Logistics
SH-400-S-005-PEACH-004,A-400-S-005-PEACH-004,C-2026-PEACH,PEACH-004,S-005,71,2026-06-23,2026-06-27,2,DC-01,QuickShip Logistics
SH-401-S-005-PEACH-005,A-401-S-005-PEACH-005,C-2026-PEACH,PEACH-005,S-005,63,2026-06-25,2026-06-27,2,DC-03,QuickShip Logistics
SH-402-S-005-PEACH-006,A-402-S-005-PEACH-006,C-2026-PEACH,PEACH-006,S-005,79,2026-06-22,2026-06-26,3,DC-01,FastFreight Co
SH-403-S-005-PEACH-007,A-403-S-005-PEACH-007,C-2026-PEACH,PEACH-007,S-005,74,2026-06-25,2026-06-27,3,DC-02,Reliable Transport
SH-404-S-005-PEACH-008,A-404-S-005-PEACH-008,C-2026-PEACH,PEACH-008,S-005,43,2026-06-24,2026-06-26,1,DC-03,QuickShip Logistics
SH-405-S-005-PEACH-009,A-405-S-005-PEACH-009,C-2026-PEACH,PEACH-009,S-005,86,2026-06-25,2026-06-27,3,DC-01,Reliable Transport
SH-406-S-005-PEACH-010,A-406-S-005-PEACH-010,C-2026-PEACH,PEACH-010,S-005,69,2026-06-26,2026-06-28,2,DC-02,QuickShip Logistics
SH-407-S-005-PEACH-011,A-407-S-005-PEACH-011,C-2026-PEACH,PEACH-011,S-005,73,2026-06-25,2026-06-28,3,DC-03,FastFreight Co
SH-408-S-005-PEACH-012,A-408-S-005-PEACH-012,C-2026-PEACH,PEACH-012,S-005,53,2026-06-22,2026-06-26,2,DC-02,QuickShip Logistics
SH-409-S-096-PEACH-001,A-409-S-096-PEACH-001,C-2026-PEACH,PEACH-001,S-096,204,2026-06-25,2026-06-28,8,DC-03,QuickShip Logistics
SH-410-S-096-PEACH-002,A-410-S-096-PEACH-002,C-2026-PEACH,PEACH-002,S-096,75,2026-06-23,2026-06-26,3,DC-01,FastFreight Co
SH-411-S-096-PEACH-003,A-411-S-096-PEACH-003,C-2026-PEACH,PEACH-003,S-096,87,2026-06-25,2026-06-28,3,DC-01,Reliable Transport
SH-412-S-096-PEACH-004,A-412-S-096-PEACH-004,C-2026-PEACH,PEACH-004,S-096,66,2026-06-24,2026-06-28,2,DC-02,QuickShip Logistics
SH-413-S-096-PEACH-005,A-413-S-096-PEACH-005,C-2026-PEACH,PEACH-005,S-096,88,2026-06-23,2026-06-27,3,DC-03,Reliable Transport
SH-414-S-096-PEACH-006,A-414-S-096-PEACH-006,C-2026-PEACH,PEACH-006,S-096,81,2026-06-24,2026-06-27,3,DC-03,Reliable Transport
SH-415-S-096-PEACH-007,A-415-S-096-PEACH-007,C-2026-PEACH,PEACH-007,S-096,76,2026-06-25,2026-06-27,3,DC-01,FastFreight Co
SH-416-S-096-PEACH-008,A-416-S-096-PEACH-008,C-2026-PEACH,PEACH-008,S-096,84,2026-06-27,2026-06-29,3,DC-03,QuickShip Logistics
SH-417-S-096-PEACH-009,A-417-S-096-PEACH-009,C-2026-PEACH,PEACH-009,S-096,84,2026-06-22,2026-06-26,3,DC-03,Reliable Transport
SH-418-S-096-PEACH-010,A-418-S-096-PEACH-010,C-2026-PEACH,PEACH-010,S-096,83,2026-06-25,2026-06-28,3,DC-03,Reliable Transport
SH-419-S-096-PEACH-011,A-419-S-096-PEACH-011,C-2026-PEACH,PEACH-011,S-096,74,2026-06-22,2026-06-26,3,DC-02,QuickShip Logistics
SH-420-S-096-PEACH-012,A-420-S-096-PEACH-012,C-2026-PEACH,PEACH-012,S-096,64,2026-06-24,2026-06-27,2,DC-03,QuickShip Logistics
SH-421-S-061-PEACH-001,A-421-S-061-PEACH-001,C-2026-PEACH,PEACH-001,S-061,160,2026-06-26,2026-06-29,6,DC-01,QuickShip Logistics
SH-422-S-061-PEACH-002,A-422-S-061-PEACH-002,C-2026-PEACH,PEACH-002,S-061,49,2026-06-25,2026-06-28,2,DC-02,Reliable Transport
SH-423-S-061-PEACH-003,A-423-S-061-PEACH-003,C-2026-PEACH,PEACH-003,S-061,64,2026-06-22,2026-06-26,2,DC-02,FastFreight Co
SH-424-S-061-PEACH-004,A-424-S-061-PEACH-004,C-2026-PEACH,PEACH-004,S-061,41,2026-06-26,2026-06-28,1,DC-03,QuickShip Logistics
SH-425-S-061-PEACH-005,A-425-S-061-PEACH-005,C-2026-PEACH,PEACH-005,S-061,80,2026-06-24,2026-06-28,3,DC-02,QuickShip Logistics
SH-426-S-061-PEACH-006,A-426-S-061-PEACH-006,C-2026-PEACH,PEACH-006,S-061,53,2026-06-25,2026-06-28,2,DC-03,FastFreight Co
SH-427-S-061-PEACH-007,A-427-S-061-PEACH-007,C-2026-PEACH,PEACH-007,S-061,40,2026-06-23,2026-06-26,1,DC-01,FastFreight Co
SH-428-S-061-PEACH-008,A-428-S-061-PEACH-008,C-2026-PEACH,PEACH-008,S-061,81,2026-06-26,2026-06-29,3,DC-03,Reliable Transport
SH-429-S-061-PEACH-009,A-429-S-061-PEACH-009,C-2026-PEACH,PEACH-009,S-061,69,2026-06-24,2026-06-27,2,DC-01,Reliable Transport
SH-430-S-061-PEACH-010,A-430-S-061-PEACH-010,C-2026-PEACH,PEACH-010,S-061,96,2026-06-24,2026-06-26,4,DC-03,QuickShip Logistics
SH-431-S-061-PEACH-011,A-431-S-061-PEACH-011,C-2026-PEACH,PEACH-011,S-061,88,2026-06-22,2026-06-26,3,DC-02,FastFreight Co
SH-432-S-061-PEACH-012,A-432-S-061-PEACH-012,C-2026-PEACH,PEACH-012,S-061,46,2026-06-24,2026-06-28,1,DC-02,FastFreight Co
SH-433-S-068-PEACH-001,A-433-S-068-PEACH-001,C-2026-PEACH,PEACH-001,S-068,218,2026-06-26,2026-06-29,9,DC-03,FastFreight Co
SH-434-S-068-PEACH-002,A-434-S-068-PEACH-002,C-2026-PEACH,PEACH-002,S-068,50,2026-06-26,2026-06-29,2,DC-03,FastFreight Co
SH-435-S-068-PEACH-003,A-435-S-068-PEACH-003,C-2026-PEACH,PEACH-003,S-068,52,2026-06-27,2026-06-29,2,DC-03,FastFreight Co
SH-436-S-068-PEACH-004,A-436-S-068-PEACH-004,C-2026-PEACH,PEACH-004,S-068,36,2026-06-25,2026-06-29,1,DC-03,QuickShip Logistics
SH-437-S-068-PEACH-005,A-437-S-068-PEACH-005,C-2026-PEACH,PEACH-005,S-068,27,2026-06-25,2026-06-29,1,DC-02,Reliable Transport
SH-438-S-068-PEACH-006,A-438-S-068-PEACH-006,C-2026-PEACH,PEACH-006,S-068,28,2026-06-25,2026-06-28,1,DC-01,FastFreight Co
SH-439-S-068-PEACH-007,A-439-S-068-PEACH-007,C-2026-PEACH,PEACH-007,S-068,48,2026-06-26,2026-06-29,2,DC-01,Reliable Transport
SH-440-S-068-PEACH-008,A-440-S-068-PEACH-008,C-2026-PEACH,PEACH-008,S-068,51,2026-06-26,2026-06-28,2,DC-01,Reliable Transport
SH-441-S-068-PEACH-009,A-441-S-068-PEACH-009,C-2026-PEACH,PEACH-009,S-068,39,2026-06-25,2026-06-27,1,DC-03,QuickShip Logistics
SH-442-S-068-PEACH-010,A-442-S-068-PEACH-010,C-2026-PEACH,PEACH-010,S-068,52,2026-06-22,2026-06-26,2,DC-01,QuickShip Logistics
SH-443-S-068-PEACH-011,A-443-S-068-PEACH-011,C-2026-PEACH,PEACH-011,S-068,19,2026-06-26,2026-06-29,1,DC-01,FastFreight Co
SH-444-S-068-PEACH-012,A-444-S-068-PEACH-012,C-2026-PEACH,PEACH-012,S-068,19,2026-06-27,2026-06-29,1,DC-02,FastFreight Co
SH-445-S-049-PEACH-001,A-445-S-049-PEACH-001,C-2026-PEACH,PEACH-001,S-049,207,2026-06-26,2026-06-28,8,DC-03,QuickShip Logistics
SH-446-S-049-PEACH-002,A-446-S-049-PEACH-002,C-2026-PEACH,PEACH-002,S-049,17,2026-06-25,2026-06-29,1,DC-01,QuickShip Logistics
SH-447-S-049-PEACH-003,A-447-S-049-PEACH-003,C-2026-PEACH,PEACH-003,S-049,33,2026-06-25,2026-06-27,1,DC-03,FastFreight Co
SH-448-S-049-PEACH-004,A-448-S-049-PEACH-004,C-2026-PEACH,PEACH-004,S-049,16,2026-06-25,2026-06-29,1,DC-01,FastFreight Co
SH-449-S-049-PEACH-005,A-449-S-049-PEACH-005,C-2026-PEACH,PEACH-005,S-049,40,2026-06-23,2026-06-27,1,DC-01,FastFreight Co
SH-450-S-049-PEACH-006,A-450-S-049-PEACH-006,C-2026-PEACH,PEACH-006,S-049,32,2026-06-25,2026-06-28,1,DC-01,FastFreight Co
SH-451-S-049-PEACH-007,A-451-S-049-PEACH-007,C-2026-PEACH,PEACH-007,S-049,28,2026-06-23,2026-06-26,1,DC-01,QuickShip Logistics
SH-452-S-049-PEACH-008,A-452-S-049-PEACH-008,C-2026-PEACH,PEACH-008,S-049,49,2026-06-26,2026-06-28,2,DC-02,FastFreight Co
SH-453-S-049-PEACH-009,A-453-S-049-PEACH-009,C-2026-PEACH,PEACH-009,S-049,23,2026-06-25,2026-06-29,1,DC-01,FastFreight Co
SH-454-S-049-PEACH-010,A-454-S-049-PEACH-010,C-2026-PEACH,PEACH-010,S-049,55,2026-06-23,2026-06-26,2,DC-02,Reliable Transport
SH-455-S-049-PEACH-011,A-455-S-049-PEACH-011,C-2026-PEACH,PEACH-011,S-049,53,2026-06-27,2026-06-29,2,DC-01,QuickShip Logistics
SH-456-S-049-PEACH-012,A-456-S-049-PEACH-012,C-2026-PEACH,PEACH-012,S-049,40,2026-06-27,2026-06-29,1,DC-03,Reliable Transport
SH-457-S-046-PEACH-001,A-457-S-046-PEACH-001,C-2026-PEACH,PEACH-001,S-046,191,2026-06-25,2026-06-27,7,DC-01,QuickShip Logistics
SH-458-S-046-PEACH-002,A-458-S-046-PEACH-002,C-2026-PEACH,PEACH-002,S-046,81,2026-06-24,2026-06-27,3,DC-03,Reliable Transport
SH-459-S-046-PEACH-003,A-459-S-046-PEACH-003,C-2026-PEACH,PEACH-003,S-046,81,2026-06-26,2026-06-28,3,DC-03,Reliable Transport
SH-460-S-046-PEACH-004,A-460-S-046-PEACH-004,C-2026-PEACH,PEACH-004,S-046,83,2026-06-27,2026-06-29,3,DC-01,Reliable Transport
SH-461-S-046-PEACH-005,A-461-S-046-PEACH-005,C-2026-PEACH,PEACH-005,S-046,61,2026-06-24,2026-06-26,2,DC-03,Reliable Transport
SH-462-S-046-PEACH-006,A-462-S-046-PEACH-006,C-2026-PEACH,PEACH-006,S-046,58,2026-06-26,2026-06-28,2,DC-02,FastFreight Co
SH-463-S-046-PEACH-007,A-463-S-046-PEACH-007,C-2026-PEACH,PEACH-007,S-046,53,2026-06-24,2026-06-26,2,DC-02,FastFreight Co
SH-464-S-046-PEACH-008,A-464-S-046-PEACH-008,C-2026-PEACH,PEACH-008,S-046,61,2026-06-22,2026-06-26,2,DC-03,FastFreight Co
SH-465-S-046-PEACH-009,A-465-S-046-PEACH-009,C-2026-PEACH,PEACH-009,S-046,42,2026-06-23,2026-06-26,1,DC-01,FastFreight Co
SH-466-S-046-PEACH-010,A-466-S-046-PEACH-010,C-2026-PEACH,PEACH-010,S-046,60,2026-06-25,2026-06-29,2,DC-03,QuickShip Logistics
SH-467-S-046-PEACH-011,A-467-S-046-PEACH-011,C-2026-PEACH,PEACH-011,S-046,84,2026-06-24,2026-06-27,3,DC-02,Reliable Transport
SH-468-S-046-PEACH-012,A-468-S-046-PEACH-012,C-2026-PEACH,PEACH-012,S-046,68,2026-06-25,2026-06-27,2,DC-02,FastFreight Co
SH-469-S-078-PEACH-001,A-469-S-078-PEACH-001,C-2026-PEACH,PEACH-001,S-078,180,2026-06-23,2026-06-27,7,DC-02,QuickShip Logistics
SH-470-S-078-PEACH-002,A-470-S-078-PEACH-002,C-2026-PEACH,PEACH-002,S-078,56,2026-06-22,2026-06-26,2,DC-02,FastFreight Co
SH-471-S-078-PEACH-003,A-471-S-078-PEACH-003,C-2026-PEACH,PEACH-003,S-078,60,2026-06-23,2026-06-27,2,DC-02,QuickShip Logistics
SH-472-S-078-PEACH-004,A-472-S-078-PEACH-004,C-2026-PEACH,PEACH-004,S-078,41,2026-06-25,2026-06-28,1,DC-03,Reliable Transport
SH-473-S-078-PEACH-005,A-473-S-078-PEACH-005,C-2026-PEACH,PEACH-005,S-078,72,2026-06-25,2026-06-28,3,DC-03,FastFreight Co
SH-474-S-078-PEACH-006,A-474-S-078-PEACH-006,C-2026-PEACH,PEACH-006,S-078,87,2026-06-25,2026-06-28,3,DC-01,Reliable Transport
SH-475-S-078-PEACH-007,A-475-S-078-PEACH-007,C-2026-PEACH,PEACH-007,S-078,38,2026-06-25,2026-06-29,1,DC-01,QuickShip Logistics
SH-476-S-078-PEACH-008,A-476-S-078-PEACH-008,C-2026-PEACH,PEACH-008,S-078,69,2026-06-26,2026-06-28,2,DC-03,QuickShip Logistics
SH-477-S-078-PEACH-009,A-477-S-078-PEACH-009,C-2026-PEACH,PEACH-009,S-078,40,2026-06-23,2026-06-26,1,DC-03,Reliable Transport
SH-478-S-078-PEACH-010,A-478-S-078-PEACH-010,C-2026-PEACH,PEACH-010,S-078,88,2026-06-24,2026-06-28,3,DC-02,QuickShip Logistics
SH-479-S-078-PEACH-011,A-479-S-078-PEACH-011,C-2026-PEACH,PEACH-011,S-078,42,2026-06-27,2026-06-29,1,DC-02,QuickShip Logistics
SH-480-S-078-PEACH-012,A-480-S-078-PEACH-012,C-2026-PEACH,PEACH-012,S-078,62,2026-06-23,2026-06-26,2,DC-01,FastFreight Co
SH-481-S-038-BTS-001,A-481-S-038-BTS-001,C-2026-BTS,BTS-001,S-038,163,2026-07-27,2026-07-30,6,DC-02,FastFreight Co
SH-482-S-038-BTS-002,A-482-S-038-BTS-002,C-2026-BTS,BTS-002,S-038,72,2026-07-28,2026-07-30,3,DC-01,QuickShip Logistics
SH-483-S-038-BTS-003,A-483-S-038-BTS-003,C-2026-BTS,BTS-003,S-038,91,2026-07-25,2026-07-29,3,DC-02,FastFreight Co
SH-484-S-038-BTS-004,A-484-S-038-BTS-004,C-2026-BTS,BTS-004,S-038,84,2026-07-25,2026-07-28,3,DC-01,Reliable Transport
SH-485-S-038-BTS-005,A-485-S-038-BTS-005,C-2026-BTS,BTS-005,S-038,56,2026-07-24,2026-07-27,2,DC-03,FastFreight Co
SH-486-S-038-BTS-006,A-486-S-038-BTS-006,C-2026-BTS,BTS-006,S-038,40,2026-07-28,2026-07-30,1,DC-03,QuickShip Logistics
SH-487-S-038-BTS-007,A-487-S-038-BTS-007,C-2026-BTS,BTS-007,S-038,85,2026-07-23,2026-07-27,3,DC-01,Reliable Transport
SH-488-S-038-BTS-008,A-488-S-038-BTS-008,C-2026-BTS,BTS-008,S-038,73,2026-07-26,2026-07-29,3,DC-03,QuickShip Logistics
SH-489-S-038-BTS-009,A-489-S-038-BTS-009,C-2026-BTS,BTS-009,S-038,46,2026-07-27,2026-07-30,1,DC-01,FastFreight Co
SH-490-S-038-BTS-010,A-490-S-038-BTS-010,C-2026-BTS,BTS-010,S-038,41,2026-07-24,2026-07-27,1,DC-02,FastFreight Co
SH-491-S-058-BTS-001,A-491-S-058-BTS-001,C-2026-BTS,BTS-001,S-058,179,2026-07-26,2026-07-29,7,DC-01,FastFreight Co
SH-492-S-058-BTS-002,A-492-S-058-BTS-002,C-2026-BTS,BTS-002,S-058,41,2026-07-25,2026-07-29,1,DC-02,Reliable Transport
SH-493-S-058-BTS-003,A-493-S-058-BTS-003,C-2026-BTS,BTS-003,S-058,50,2026-07-24,2026-07-28,2,DC-01,QuickShip Logistics
SH-494-S-058-BTS-004,A-494-S-058-BTS-004,C-2026-BTS,BTS-004,S-058,52,2026-07-24,2026-07-28,2,DC-01,QuickShip Logistics
SH-495-S-058-BTS-005,A-495-S-058-BTS-005,C-2026-BTS,BTS-005,S-058,42,2026-07-26,2026-07-29,1,DC-01,Reliable Transport
SH-496-S-058-BTS-006,A-496-S-058-BTS-006,C-2026-BTS,BTS-006,S-058,28,2026-07-27,2026-07-29,1,DC-02,Reliable Transport
SH-497-S-058-BTS-007,A-497-S-058-BTS-007,C-2026-BTS,BTS-007,S-058,24,2026-07-24,2026-07-27,1,DC-01,QuickShip Logistics
SH-498-S-058-BTS-008,A-498-S-058-BTS-008,C-2026-BTS,BTS-008,S-058,35,2026-07-24,2026-07-27,1,DC-02,QuickShip Logistics
